city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,company_type,last_new_job,training_hours,target,gender_Female,gender_Male,gender_Not provided,gender_Other,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM
0.884,1,0.0,1.0,20,4.0,6.0,1,66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,2.0,20,2.0,6.0,5,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,5,8.0,6.0,2,12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8270000000000001,1,0.0,2.0,20,2.0,3.0,4,210,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.893,1,2.0,1.0,5,4.0,5.0,2,36,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,2.0,20,1.0,5.0,1,81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,15,4.0,6.0,2,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,0.0,1.0,8,1.0,6.0,1,46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,1,0.0,2.0,20,1.0,6.0,5,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.898,0,2.0,3.0,6,6.0,6.0,0,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.915,0,2.0,3.0,2,4.0,4.0,0,84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7759999999999999,1,2.0,2.0,15,4.0,5.0,2,39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,0.0,0.0,2,4.0,5.0,1,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,2.0,20,6.0,6.0,1,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,1.0,3.0,3,3.0,4.0,2,107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,0,2.0,1.0,4,4.0,6.0,0,74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.939,1,0.0,3.0,7,3.0,6.0,5,108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,15,6.0,2.0,2,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,2.0,0,3.0,6.0,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.939,1,0.0,3.0,3,4.0,5.0,2,64,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,10,4.0,6.0,0,28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.722,0,0.0,1.0,2,4.0,4.0,2,102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6659999999999999,1,0.0,3.0,16,4.0,6.0,5,18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.682,0,2.0,3.0,2,6.0,6.0,0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,2.0,16,6.0,6.0,1,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,0,0.0,4.0,14,5.0,4.0,1,46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.924,1,0.0,2.0,20,8.0,6.0,4,242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.804,0,0.0,3.0,5,5.0,6.0,1,155,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,2.0,20,4.0,6.0,2,128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,0,0.0,1.0,3,4.0,5.0,0,111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,5,1.0,6.0,1,25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.897,1,0.0,2.0,20,8.0,6.0,5,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.804,1,0.0,2.0,20,5.0,6.0,1,61,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,1.0,3.0,12,4.0,2.0,1,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,3.0,17,4.0,6.0,3,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,15,8.0,6.0,5,150,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,0,0.0,2.0,3,1.0,3.0,1,59,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.556,1,0.0,3.0,6,4.0,6.0,1,46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,4.0,5.0,5,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,1.0,3.0,5,5.0,6.0,0,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,0,0.0,3.0,20,4.0,5.0,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,2.0,20,8.0,6.0,5,11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,11,4.0,5.0,2,7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.855,1,2.0,3.0,4,4.0,6.0,2,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,2.0,2.0,10,3.0,6.0,2,61,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55,1,0.0,3.0,5,3.0,6.0,1,146,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.855,0,2.0,3.0,10,5.0,4.0,1,58,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.903,0,2.0,3.0,13,4.0,4.0,1,69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.754,1,1.0,3.0,7,2.0,6.0,1,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.743,1,0.0,2.0,8,5.0,5.0,1,44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,0,2.0,2.0,11,7.0,2.0,5,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,15,7.0,6.0,5,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.754,1,0.0,3.0,6,5.0,5.0,1,44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.743,1,0.0,3.0,6,4.0,6.0,4,166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7959999999999999,1,0.0,2.0,17,4.0,6.0,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,2,6.0,6.0,1,138,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,2.0,3.0,6,1.0,6.0,5,96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,2.0,9,4.0,6.0,4,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.926,1,0.0,3.0,16,5.0,6.0,2,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,2.0,0,1.0,3.0,1,40,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.804,1,0.0,2.0,20,4.0,5.0,1,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.647,1,0.0,2.0,10,3.0,6.0,1,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.878,1,0.0,2.0,16,7.0,6.0,2,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.939,0,0.0,4.0,4,6.0,4.0,1,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,0.0,3.0,3,5.0,4.0,3,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,11,4.0,5.0,1,150,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,0,0.0,1.0,3,4.0,6.0,0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,0.0,0.0,6,4.0,6.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,19,4.0,6.0,3,52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,4,1.0,5.0,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,6.0,6.0,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,3.0,20,7.0,4.0,5,41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,3.0,13,3.0,6.0,5,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,1,0.0,3.0,10,4.0,6.0,5,43,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.855,1,0.0,2.0,5,4.0,6.0,1,46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,2.0,20,6.0,4.0,1,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,0,2.0,3.0,4,2.0,6.0,1,156,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,0,2.0,1.0,6,5.0,6.0,0,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.91,1,0.0,3.0,20,4.0,6.0,5,146,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,11,3.0,6.0,2,82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.897,1,1.0,2.0,6,3.0,6.0,1,44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.743,1,0.0,2.0,9,5.0,6.0,3,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,0,2.0,3.0,6,1.0,6.0,1,144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.855,1,0.0,2.0,17,4.0,5.0,1,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,5,5.0,4.0,1,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.893,1,0.0,1.0,20,8.0,6.0,5,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.527,1,0.0,3.0,5,3.0,6.0,1,43,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,7.0,2.0,5,90,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.92,0,2.0,2.0,5,4.0,4.0,3,26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.74,1,0.0,3.0,14,4.0,6.0,4,84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,3,4.0,5.0,0,54,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7759999999999999,0,0.0,3.0,15,3.0,6.0,5,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.762,0,0.0,3.0,0,6.0,6.0,1,26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,2.0,20,4.0,6.0,5,64,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.939,1,0.0,3.0,20,6.0,6.0,5,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.527,0,0.0,3.0,2,4.0,5.0,1,111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.878,1,1.0,0.0,8,4.0,5.0,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,5,4.0,6.0,2,26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,1.0,8,1.0,3.0,1,166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.923,0,0.0,1.0,1,2.0,6.0,1,114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,0,0.0,3.0,20,5.0,6.0,2,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,0,2.0,1.0,0,4.0,6.0,0,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,1,0.0,3.0,19,5.0,5.0,2,96,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,1.0,6.0,2,102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,0,2.0,3.0,3,4.0,6.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.579,1,0.0,1.0,8,3.0,5.0,1,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.855,1,0.0,2.0,20,8.0,6.0,5,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.899,1,0.0,3.0,18,1.0,5.0,1,112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,15,8.0,6.0,1,111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,11,4.0,4.0,1,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,3.0,9,3.0,6.0,5,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,1,4.0,5.0,1,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.764,0,0.0,3.0,5,5.0,5.0,2,36,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,3.0,20,3.0,6.0,2,61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,0,2.0,3.0,15,8.0,6.0,2,156,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.579,1,1.0,2.0,4,5.0,6.0,1,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.847,1,0.0,3.0,10,4.0,6.0,4,149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.743,1,0.0,2.0,7,1.0,5.0,1,17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,1,4.0,4.0,1,35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,1,2.0,3.0,6,4.0,5.0,1,139,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.887,1,0.0,2.0,10,4.0,6.0,4,67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,2.0,3.0,9,5.0,6.0,5,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,0,0.0,3.0,3,1.0,6.0,2,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.915,1,0.0,3.0,3,7.0,6.0,2,124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,4.0,5.0,1,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8240000000000001,1,0.0,3.0,5,1.0,5.0,1,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.762,0,1.0,3.0,5,5.0,5.0,1,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.915,0,1.0,3.0,5,4.0,6.0,1,143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,0,2.0,3.0,4,5.0,6.0,0,65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55,1,0.0,3.0,4,2.0,6.0,1,78,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,11,8.0,6.0,1,40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,1,2.0,3.0,9,3.0,6.0,1,95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.887,1,0.0,2.0,11,4.0,6.0,2,178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.527,0,2.0,1.0,0,4.0,5.0,0,48,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,0,2.0,1.0,7,7.0,6.0,1,167,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.698,1,0.0,3.0,10,1.0,6.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.923,1,0.0,2.0,18,4.0,6.0,5,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,4,4.0,6.0,2,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.924,1,0.0,3.0,18,2.0,6.0,5,51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55,1,0.0,3.0,12,3.0,6.0,2,182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,0,1.0,3.0,1,102,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,5.0,5.0,1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.579,1,0.0,3.0,6,1.0,6.0,1,72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.939,1,1.0,3.0,5,5.0,4.0,4,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,0,2.0,3.0,3,4.0,5.0,0,44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,4,4.0,4.0,1,106,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,11,4.0,5.0,1,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,0.0,3.0,5,1.0,6.0,3,143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.939,0,0.0,3.0,17,4.0,5.0,5,194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,6,4.0,4.0,1,90,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6890000000000001,0,0.0,3.0,3,2.0,5.0,3,84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,3.0,14,1.0,5.0,1,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55,0,2.0,3.0,3,3.0,5.0,1,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.939,1,0.0,3.0,20,2.0,6.0,3,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,1.0,1,3.0,5.0,0,96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.903,1,2.0,3.0,10,5.0,6.0,3,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.895,1,0.0,4.0,20,3.0,6.0,1,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,2.0,20,3.0,4.0,1,102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,7,8.0,6.0,1,232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,0,2.0,1.0,6,5.0,6.0,0,28,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,2.0,3.0,6,5.0,6.0,2,23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.924,0,0.0,2.0,5,3.0,6.0,2,116,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.926,1,0.0,2.0,15,2.0,6.0,2,96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,3.0,20,3.0,6.0,5,111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.878,1,0.0,2.0,19,6.0,6.0,5,56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.754,0,2.0,1.0,5,5.0,5.0,2,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,1,0.0,4.0,20,4.0,5.0,1,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,0,0.0,0.0,8,4.0,5.0,1,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.897,1,0.0,2.0,18,7.0,6.0,5,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,7,5.0,5.0,0,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,10,6.0,4.0,3,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,3.0,11,3.0,6.0,3,43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.866,1,0.0,2.0,7,6.0,6.0,1,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,4.0,5.0,4,198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.923,1,0.0,2.0,19,8.0,6.0,1,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,4.0,5.0,1,77,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.92,1,0.0,4.0,20,7.0,2.0,1,104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.939,1,0.0,3.0,14,6.0,4.0,5,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,2.0,12,2.0,3.0,1,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,3.0,9,7.0,6.0,1,145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.843,0,2.0,1.0,1,5.0,6.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.83,1,0.0,1.0,8,3.0,6.0,5,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.804,1,0.0,2.0,11,3.0,6.0,1,154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,1,0.0,3.0,7,3.0,3.0,2,192,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.925,1,0.0,3.0,12,5.0,6.0,2,188,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.897,0,0.0,1.0,4,4.0,5.0,3,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.91,1,0.0,3.0,10,4.0,6.0,4,65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,4,4.0,6.0,1,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,9,8.0,6.0,1,88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,2.0,10,8.0,4.0,1,92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,2.0,2.0,6,3.0,6.0,2,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.527,1,2.0,3.0,4,2.0,5.0,1,104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
