city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,4.0,Funded Startup,2,35,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,11,7.0,Pvt Ltd,1,110,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,Other,5,2.0,Early Stage Startup,1,9,1.0
0.624,Female,No relevent experience,Full time course,Graduate,STEM,5,2.0,Funded Startup,1,32,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,8.0,Pvt Ltd,1,60,0.0
0.754,Male,Has relevent experience,Part time course,High School,Humanities,5,2.0,Funded Startup,2,82,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,11,8.0,Pvt Ltd,5,78,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,6,8.0,Pvt Ltd,1,138,0.0
0.91,Male,No relevent experience,Full time course,Masters,Humanities,20,4.0,Early Stage Startup,3,94,0.0
0.698,Not provided,No relevent experience,Full time course,Graduate,STEM,3,4.0,Pvt Ltd,0,35,1.0
0.624,Male,No relevent experience,Part time course,Graduate,No Major,5,1.0,Early Stage Startup,4,46,1.0
0.91,Male,Has relevent experience,No Enrollment,Phd,STEM,10,1.0,Funded Startup,1,10,0.0
0.624,Not provided,No relevent experience,Full time course,High School,STEM,4,5.0,Pvt Ltd,0,48,0.0
0.579,Male,No relevent experience,Part time course,Graduate,Business Degree,1,2.0,Funded Startup,1,104,1.0
0.887,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,3.0,Funded Startup,1,45,0.0
0.924,Male,No relevent experience,Full time course,Graduate,STEM,7,3.0,Pvt Ltd,4,53,0.0
0.855,Not provided,Has relevent experience,Full time course,Phd,STEM,10,6.0,Public Sector,3,141,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,17,3.0,Pvt Ltd,4,26,0.0
0.698,Not provided,No relevent experience,Part time course,Graduate,STEM,9,4.0,Funded Startup,1,53,1.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,3.0,Pvt Ltd,1,7,1.0
0.55,Not provided,No relevent experience,Full time course,Graduate,STEM,1,3.0,Funded Startup,1,101,1.0
0.493,Not provided,No relevent experience,Part time course,Masters,STEM,9,4.0,Pvt Ltd,1,206,1.0
0.915,Male,Has relevent experience,No Enrollment,High School,STEM,20,6.0,Pvt Ltd,2,26,0.0
0.91,Other,Has relevent experience,Part time course,Graduate,STEM,4,4.0,Funded Startup,0,62,0.0
0.897,Male,Has relevent experience,Full time course,Masters,STEM,9,4.0,NGO,1,17,0.0
0.6890000000000001,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,5.0,Funded Startup,0,4,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,5.0,Funded Startup,5,28,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Masters,STEM,20,4.0,Public Sector,1,160,0.0
0.897,Male,No relevent experience,Full time course,Graduate,STEM,6,5.0,Funded Startup,2,30,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,5.0,Pvt Ltd,2,34,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,2,19,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Humanities,12,3.0,Pvt Ltd,5,33,1.0
0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,7,4.0,Pvt Ltd,1,32,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,3.0,Pvt Ltd,3,21,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,8.0,Pvt Ltd,2,144,0.0
0.887,Male,No relevent experience,Full time course,Graduate,STEM,6,5.0,Funded Startup,0,140,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,5.0,Pvt Ltd,0,28,1.0
0.855,Male,Has relevent experience,Full time course,Masters,STEM,10,8.0,Pvt Ltd,3,14,0.0
0.698,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,3.0,Pvt Ltd,1,154,0.0
0.91,Male,Has relevent experience,No Enrollment,High School,STEM,20,8.0,Pvt Ltd,1,44,0.0
0.691,Male,No relevent experience,Part time course,Graduate,STEM,7,6.0,Public Sector,1,9,1.0
0.926,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,3.0,Pvt Ltd,1,8,0.0
0.92,Female,Has relevent experience,No Enrollment,Masters,Humanities,20,4.0,Public Sector,5,38,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,10,8.0,Pvt Ltd,2,99,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,Humanities,16,3.0,Pvt Ltd,2,50,0.0
0.516,Male,No relevent experience,Full time course,Masters,STEM,5,3.0,Pvt Ltd,1,20,1.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,8.0,Pvt Ltd,5,85,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,6,5.0,Pvt Ltd,5,88,0.0
0.91,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,9,6.0,Pvt Ltd,2,33,0.0
0.856,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Pvt Ltd,0,62,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,5.0,Pvt Ltd,2,188,0.0
0.897,Not provided,Has relevent experience,No Enrollment,Masters,STEM,10,3.0,Funded Startup,1,48,0.0
0.926,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,7.0,Pvt Ltd,3,156,0.0
0.897,Male,No relevent experience,Full time course,Masters,STEM,4,3.0,Funded Startup,1,11,0.0
0.624,Male,No relevent experience,Full time course,High School,STEM,5,4.0,Pvt Ltd,0,6,0.0
0.682,Male,No relevent experience,No Enrollment,Graduate,STEM,6,6.0,Pvt Ltd,1,204,0.0
0.698,Not provided,Has relevent experience,Full time course,Graduate,STEM,9,1.0,Pvt Ltd,5,9,0.0
0.527,Male,No relevent experience,Full time course,Graduate,STEM,4,4.0,Funded Startup,0,108,1.0
0.897,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,4.0,Pvt Ltd,5,25,0.0
0.624,Female,Has relevent experience,No Enrollment,Graduate,STEM,7,8.0,Pvt Ltd,1,58,0.0
0.884,Male,Has relevent experience,No Enrollment,Masters,STEM,4,5.0,Public Sector,2,41,0.0
0.884,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,1.0,Early Stage Startup,1,54,0.0
0.8959999999999999,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,3.0,Pvt Ltd,2,42,0.0
0.804,Male,Has relevent experience,No Enrollment,High School,STEM,5,3.0,Pvt Ltd,1,82,0.0
0.6890000000000001,Other,No relevent experience,Part time course,Graduate,STEM,1,3.0,Funded Startup,1,116,1.0
0.624,Male,No relevent experience,Full time course,High School,STEM,2,3.0,Public Sector,0,44,1.0
0.91,Female,No relevent experience,No Enrollment,Graduate,Humanities,0,2.0,Pvt Ltd,1,59,0.0
0.949,Male,Has relevent experience,No Enrollment,Masters,STEM,20,3.0,Pvt Ltd,1,34,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,3.0,Pvt Ltd,4,198,1.0
0.915,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,5.0,Pvt Ltd,1,28,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,8.0,Pvt Ltd,5,94,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,10,6.0,Pvt Ltd,2,92,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Masters,STEM,19,8.0,Pvt Ltd,3,46,0.0
0.899,Male,No relevent experience,Full time course,Masters,STEM,16,5.0,Public Sector,5,92,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,5.0,NGO,2,4,0.0
0.923,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,1.0,Early Stage Startup,2,45,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,4,8.0,Pvt Ltd,1,28,1.0
0.624,Not provided,No relevent experience,Part time course,Graduate,STEM,4,2.0,Pvt Ltd,2,14,1.0
0.698,Not provided,Has relevent experience,No Enrollment,Masters,STEM,2,6.0,Pvt Ltd,1,10,0.0
0.698,Male,Has relevent experience,No Enrollment,Masters,STEM,6,4.0,Pvt Ltd,1,98,0.0
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,20,3.0,Pvt Ltd,3,42,0.0
0.899,Male,No relevent experience,No Enrollment,Primary School,Humanities,4,4.0,Funded Startup,1,44,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,Pvt Ltd,2,28,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,9,1.0,Pvt Ltd,5,62,0.0
0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,19,4.0,Pvt Ltd,5,48,1.0
0.897,Male,Has relevent experience,Part time course,Masters,STEM,6,3.0,Pvt Ltd,4,16,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,1.0,Early Stage Startup,1,90,0.0
0.5579999999999999,Male,Has relevent experience,Part time course,Masters,STEM,12,4.0,Funded Startup,4,35,1.0
0.926,Male,Has relevent experience,No Enrollment,Phd,STEM,20,3.0,Pvt Ltd,5,40,0.0
0.924,Male,No relevent experience,No Enrollment,Graduate,STEM,10,4.0,Pvt Ltd,1,55,0.0
0.698,Female,No relevent experience,Full time course,Masters,STEM,4,5.0,Public Sector,1,72,0.0
0.92,Male,Has relevent experience,No Enrollment,High School,STEM,15,3.0,Pvt Ltd,1,23,0.0
0.899,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,6.0,Pvt Ltd,1,32,0.0
0.939,Male,Has relevent experience,Part time course,Graduate,STEM,8,8.0,Pvt Ltd,1,114,0.0
0.884,Male,Has relevent experience,No Enrollment,High School,STEM,10,3.0,Pvt Ltd,2,6,0.0
0.743,Male,Has relevent experience,No Enrollment,Masters,STEM,17,8.0,Pvt Ltd,1,32,0.0
0.698,Female,No relevent experience,No Enrollment,Masters,STEM,4,8.0,Pvt Ltd,1,51,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,4.0,Public Sector,2,135,0.0
0.856,Male,Has relevent experience,No Enrollment,Masters,STEM,11,4.0,Pvt Ltd,2,94,0.0
0.92,Male,No relevent experience,No Enrollment,Graduate,Business Degree,7,4.0,Funded Startup,1,39,0.0
0.579,Male,Has relevent experience,Part time course,Graduate,STEM,10,6.0,Pvt Ltd,5,14,1.0
0.804,Male,No relevent experience,Full time course,High School,STEM,6,2.0,Early Stage Startup,1,43,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,4.0,Funded Startup,2,11,0.0
0.92,Male,No relevent experience,No Enrollment,Graduate,Arts,20,5.0,Public Sector,5,98,0.0
0.92,Not provided,No relevent experience,Part time course,Graduate,Business Degree,0,3.0,Pvt Ltd,1,15,0.0
0.698,Not provided,Has relevent experience,Full time course,Graduate,STEM,5,2.0,Pvt Ltd,2,46,0.0
0.926,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,4.0,Pvt Ltd,2,92,0.0
0.804,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,12,7.0,Pvt Ltd,1,182,0.0
0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,20,6.0,NGO,5,73,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,4.0,Pvt Ltd,1,147,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,4.0,Funded Startup,3,14,1.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,2,3.0,Pvt Ltd,1,53,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Masters,STEM,20,7.0,Pvt Ltd,1,22,0.0
0.92,Male,No relevent experience,No Enrollment,High School,Humanities,4,4.0,Pvt Ltd,0,21,0.0
0.527,Male,Has relevent experience,No Enrollment,High School,STEM,3,2.0,Pvt Ltd,1,96,0.0
0.802,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,6.0,Pvt Ltd,2,90,0.0
0.743,Not provided,Has relevent experience,Full time course,Masters,STEM,0,3.0,Funded Startup,1,19,0.0
0.754,Not provided,Has relevent experience,Part time course,High School,STEM,6,3.0,Pvt Ltd,1,77,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,18,8.0,Pvt Ltd,1,22,0.0
0.693,Male,No relevent experience,Full time course,Masters,STEM,4,6.0,Pvt Ltd,2,60,1.0
0.855,Male,Has relevent experience,Part time course,Graduate,Business Degree,2,7.0,Pvt Ltd,2,42,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,6,6.0,Pvt Ltd,2,65,0.0
0.899,Not provided,Has relevent experience,Full time course,Graduate,STEM,9,4.0,Early Stage Startup,5,26,0.0
0.487,Male,No relevent experience,Full time course,Masters,STEM,10,4.0,Public Sector,2,24,1.0
0.804,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,7,4.0,Pvt Ltd,1,47,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,7.0,Pvt Ltd,1,63,0.0
0.897,Not provided,No relevent experience,No Enrollment,Phd,STEM,20,8.0,NGO,5,11,0.0
0.878,Male,Has relevent experience,Full time course,High School,STEM,14,6.0,Pvt Ltd,2,61,0.0
0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,2.0,Pvt Ltd,1,26,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,8.0,Pvt Ltd,1,184,0.0
0.8270000000000001,Not provided,Has relevent experience,No Enrollment,Masters,STEM,7,1.0,Early Stage Startup,4,16,0.0
0.698,Male,No relevent experience,Full time course,Graduate,STEM,9,4.0,Funded Startup,4,64,1.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,3.0,Pvt Ltd,1,12,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,3.0,Pvt Ltd,5,26,0.0
0.518,Male,Has relevent experience,Full time course,Graduate,STEM,7,4.0,Pvt Ltd,1,87,1.0
0.512,Not provided,Has relevent experience,Full time course,Graduate,STEM,4,3.0,Pvt Ltd,3,94,1.0
0.802,Male,Has relevent experience,No Enrollment,Masters,STEM,18,4.0,Pvt Ltd,2,50,0.0
0.55,Male,Has relevent experience,Full time course,Masters,STEM,3,3.0,Pvt Ltd,1,67,1.0
0.897,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,11,7.0,Public Sector,2,12,0.0
0.843,Male,No relevent experience,Full time course,High School,STEM,1,3.0,Pvt Ltd,0,74,0.0
0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,20,7.0,Pvt Ltd,5,124,0.0
0.624,Female,Has relevent experience,Full time course,Graduate,STEM,0,3.0,Early Stage Startup,1,36,1.0
0.866,Male,Has relevent experience,Part time course,Masters,STEM,20,1.0,Pvt Ltd,5,226,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,4.0,Pvt Ltd,2,94,1.0
0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,4.0,Funded Startup,0,54,0.0
0.555,Not provided,No relevent experience,No Enrollment,Graduate,Business Degree,0,2.0,Funded Startup,0,25,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,3.0,Pvt Ltd,1,39,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,Humanities,10,8.0,Pvt Ltd,3,29,0.0
0.926,Female,No relevent experience,Full time course,High School,STEM,10,2.0,Early Stage Startup,1,74,1.0
0.899,Not provided,Has relevent experience,Part time course,Graduate,STEM,11,3.0,Pvt Ltd,2,151,0.0
0.91,Male,Has relevent experience,Full time course,Masters,Humanities,5,5.0,Pvt Ltd,5,14,0.0
0.887,Male,Has relevent experience,Part time course,High School,Humanities,1,5.0,Pvt Ltd,1,166,0.0
0.855,Not provided,Has relevent experience,No Enrollment,Masters,STEM,10,4.0,Pvt Ltd,1,59,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,7,6.0,Public Sector,1,55,0.0
0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,7.0,Pvt Ltd,0,16,0.0
0.8959999999999999,Not provided,No relevent experience,No Enrollment,Primary School,Humanities,5,4.0,Pvt Ltd,0,9,0.0
0.624,Male,No relevent experience,Full time course,Masters,STEM,3,6.0,Public Sector,1,46,1.0
0.698,Not provided,No relevent experience,No Enrollment,Graduate,STEM,8,5.0,Funded Startup,0,200,0.0
0.939,Male,No relevent experience,No Enrollment,High School,STEM,10,1.0,Pvt Ltd,5,25,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,2.0,Early Stage Startup,4,27,0.0
0.89,Male,No relevent experience,Full time course,Graduate,STEM,6,4.0,Public Sector,5,29,0.0
0.762,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,Funded Startup,1,100,0.0
0.8270000000000001,Male,No relevent experience,No Enrollment,High School,Humanities,5,4.0,Pvt Ltd,0,214,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,3.0,Pvt Ltd,2,152,1.0
0.855,Male,No relevent experience,Full time course,High School,STEM,3,6.0,Pvt Ltd,1,52,0.0
0.745,Male,Has relevent experience,No Enrollment,Masters,STEM,15,1.0,Pvt Ltd,5,4,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,2.0,Pvt Ltd,1,68,1.0
0.7759999999999999,Male,Has relevent experience,No Enrollment,Masters,STEM,15,3.0,Pvt Ltd,5,78,0.0
0.555,Not provided,Has relevent experience,Full time course,Graduate,STEM,2,4.0,Funded Startup,1,7,1.0
0.926,Female,No relevent experience,Full time course,High School,STEM,3,7.0,Public Sector,1,46,0.0
0.527,Not provided,Has relevent experience,No Enrollment,High School,STEM,4,4.0,Pvt Ltd,2,38,0.0
0.754,Male,Has relevent experience,No Enrollment,Masters,STEM,13,2.0,Public Sector,1,31,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,3.0,Pvt Ltd,3,17,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,3.0,Pvt Ltd,5,21,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,3.0,Pvt Ltd,3,69,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,3.0,Pvt Ltd,5,18,0.0
0.527,Not provided,No relevent experience,Full time course,High School,STEM,4,4.0,Public Sector,0,178,1.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,6.0,Pvt Ltd,0,8,1.0
0.55,Male,Has relevent experience,Full time course,Graduate,STEM,16,6.0,Pvt Ltd,0,29,1.0
0.698,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,9,2.0,Pvt Ltd,2,72,0.0
0.897,Not provided,Has relevent experience,No Enrollment,Masters,STEM,5,3.0,Pvt Ltd,1,54,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,8.0,Pvt Ltd,1,28,0.0
0.664,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,4,2.0,Early Stage Startup,1,188,1.0
0.698,Male,No relevent experience,No Enrollment,Graduate,STEM,4,1.0,Pvt Ltd,1,48,0.0
0.68,Not provided,No relevent experience,Full time course,Graduate,STEM,2,3.0,Public Sector,1,29,1.0
0.518,Not provided,Has relevent experience,No Enrollment,Phd,STEM,15,6.0,Pvt Ltd,1,210,1.0
0.647,Not provided,Has relevent experience,Full time course,High School,STEM,10,4.0,Funded Startup,2,66,1.0
0.913,Male,Has relevent experience,No Enrollment,Masters,STEM,18,2.0,Funded Startup,2,11,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,7,8.0,Pvt Ltd,1,53,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,Humanities,8,3.0,Pvt Ltd,2,81,0.0
0.55,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,18,3.0,Pvt Ltd,1,10,1.0
0.527,Male,No relevent experience,Full time course,Graduate,STEM,14,3.0,Pvt Ltd,5,28,1.0
0.923,Male,Has relevent experience,Part time course,Masters,STEM,6,8.0,Pvt Ltd,5,10,0.0
0.924,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,3.0,Funded Startup,1,166,0.0
0.893,Male,No relevent experience,No Enrollment,Masters,STEM,8,3.0,NGO,2,68,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Pvt Ltd,1,98,0.0
0.682,Male,Has relevent experience,No Enrollment,High School,STEM,7,6.0,Pvt Ltd,1,28,0.0
0.899,Male,Has relevent experience,No Enrollment,Graduate,STEM,0,3.0,Funded Startup,1,50,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,4.0,Funded Startup,5,96,1.0
0.91,Male,No relevent experience,No Enrollment,High School,Humanities,10,4.0,Pvt Ltd,0,52,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,8.0,Pvt Ltd,5,18,0.0
0.866,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,4.0,Pvt Ltd,1,36,0.0
0.92,Not provided,Has relevent experience,No Enrollment,High School,STEM,10,7.0,Pvt Ltd,1,20,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,8.0,Pvt Ltd,4,94,0.0
0.897,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,5.0,Funded Startup,0,21,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,6.0,Public Sector,3,40,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,8,3.0,Pvt Ltd,1,133,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,4.0,Pvt Ltd,1,212,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,Arts,3,6.0,Pvt Ltd,1,152,0.0
0.624,Not provided,No relevent experience,Part time course,Graduate,STEM,7,6.0,Pvt Ltd,4,84,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,8.0,Pvt Ltd,5,107,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,2,23,0.0
0.939,Male,Has relevent experience,No Enrollment,High School,STEM,20,3.0,Pvt Ltd,5,57,0.0
0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,20,6.0,Pvt Ltd,1,29,0.0
0.84,Male,Has relevent experience,No Enrollment,Masters,STEM,7,2.0,Funded Startup,1,100,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,2.0,Pvt Ltd,0,25,0.0
0.767,Not provided,Has relevent experience,Full time course,Graduate,STEM,10,3.0,Pvt Ltd,2,90,0.0
0.556,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,7.0,Funded Startup,1,52,1.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,3.0,Early Stage Startup,1,74,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,4.0,Pvt Ltd,2,76,0.0
0.855,Male,No relevent experience,No Enrollment,High School,Humanities,0,3.0,Pvt Ltd,0,37,0.0
0.527,Not provided,Has relevent experience,Full time course,Graduate,STEM,3,3.0,Funded Startup,2,108,1.0
0.55,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,5.0,Pvt Ltd,1,47,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,Business Degree,7,3.0,Funded Startup,1,29,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,5.0,Funded Startup,1,52,0.0
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,20,7.0,Pvt Ltd,5,47,0.0
0.884,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,6.0,Pvt Ltd,5,70,0.0
0.939,Male,No relevent experience,Full time course,Graduate,STEM,6,5.0,Public Sector,1,10,0.0
0.802,Male,Has relevent experience,No Enrollment,Masters,STEM,20,5.0,Pvt Ltd,2,158,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,4.0,Pvt Ltd,1,52,1.0
0.897,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,1.0,Pvt Ltd,4,50,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,7.0,Pvt Ltd,2,11,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Humanities,9,4.0,Funded Startup,4,36,0.0
0.624,Not provided,No relevent experience,Full time course,Masters,STEM,3,1.0,Funded Startup,1,7,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,3.0,Pvt Ltd,1,59,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Humanities,12,8.0,Pvt Ltd,2,72,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,3.0,Funded Startup,1,102,0.0
0.698,Female,No relevent experience,Full time course,Graduate,STEM,2,4.0,Pvt Ltd,0,42,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,5,111,0.0
0.743,Male,Has relevent experience,No Enrollment,High School,STEM,16,3.0,Pvt Ltd,2,156,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,5,4.0,Pvt Ltd,1,57,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,3.0,Pvt Ltd,5,12,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,7.0,Pvt Ltd,1,61,0.0
0.924,Male,No relevent experience,No Enrollment,Graduate,STEM,20,8.0,Pvt Ltd,1,33,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,8.0,Pvt Ltd,1,29,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,9,2.0,Pvt Ltd,4,39,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,1.0,Pvt Ltd,4,2,0.0
0.924,Male,No relevent experience,No Enrollment,Phd,STEM,20,5.0,Public Sector,5,30,0.0
0.92,Male,No relevent experience,No Enrollment,Primary School,Humanities,1,5.0,Pvt Ltd,0,6,0.0
0.91,Male,No relevent experience,No Enrollment,Graduate,STEM,11,2.0,Pvt Ltd,5,100,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,1.0,Pvt Ltd,2,34,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,Humanities,20,2.0,Pvt Ltd,5,63,0.0
0.878,Not provided,No relevent experience,No Enrollment,High School,STEM,11,6.0,Pvt Ltd,5,73,0.0
0.682,Male,No relevent experience,No Enrollment,High School,STEM,0,3.0,Funded Startup,0,51,0.0
0.649,Male,Has relevent experience,Full time course,High School,STEM,5,3.0,Funded Startup,1,24,1.0
0.624,Male,Has relevent experience,Part time course,Masters,STEM,9,8.0,Pvt Ltd,4,36,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,7.0,Pvt Ltd,5,12,0.0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,1.0,Early Stage Startup,1,54,0.0
0.924,Male,No relevent experience,Full time course,High School,STEM,6,4.0,Funded Startup,2,21,0.0
0.754,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,5.0,Pvt Ltd,5,80,0.0
0.624,Female,No relevent experience,Full time course,Graduate,STEM,0,3.0,Funded Startup,1,23,1.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,14,4.0,Pvt Ltd,1,97,0.0
0.92,Male,No relevent experience,No Enrollment,Primary School,Humanities,9,4.0,Pvt Ltd,0,42,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,Business Degree,0,2.0,Public Sector,1,102,1.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,8.0,Pvt Ltd,1,20,0.0
