Time,TimeQuarter,Industry,Demand
2013.25,2013 Q2,Other Transportation & Storage Services,1016.66666666667
2013.25,2013 Q2,Accommodation,1200.0
2013.25,2013 Q2,Food & Beverage Services,3783.33333333333
2013.25,2013 Q2,"Telecommunications, Broadcasting & Publishing",483.333333333333
2013.25,2013 Q2,IT & Other Information Services,908.333333333333
2013.25,2013 Q2,Financial Services,1958.33333333333
2013.25,2013 Q2,Insurance Services,516.666666666667
2013.25,2013 Q2,Real Estate Services,2120.83333333333
2013.25,2013 Q2,"Legal, Accounting & Management Services",895.833333333333
2013.25,2013 Q2,Architectural & Engineering Services,1175.0
2013.25,2013 Q2,Other Professional Services,958.333333333333
2013.25,2013 Q2,Security & Investigation,1216.66666666667
2013.25,2013 Q2,Cleaning & Landscaping,1175.0
2013.25,2013 Q2,Other Administrative & Support Services,1020.83333333333
2013.25,2013 Q2,Public Administration & Education,5733.33333333333
2013.25,2013 Q2,Health & Social Services,2654.16666666667
2013.25,2013 Q2,"Arts, Entertainment & Recreation",1491.66666666667
2013.25,2013 Q2,"Other Community, Social & Personal Services",1629.16666666667
2013.25,2013 Q2,Others,829.166666666667
2013.5,2013 Q3,"Food, Beverages & Tobacco",495.833333333333
2013.5,2013 Q3,Paper/Rubber/Plastic Products & Printing,500.0
2013.5,2013 Q3,"Petroleum, Chemical & Pharmaceutical Products",500.0
2013.5,2013 Q3,"Fabricated Metal Products, Machinery & Equipment",1766.66666666667
2013.5,2013 Q3,"Electronic, Computer & Optical Products",1637.5
2013.5,2013 Q3,Transport Equipment,1533.33333333333
2013.5,2013 Q3,Other Manufacturing Industries,1104.16666666667
2013.5,2013 Q3,Construction,3841.66666666667
2013.5,2013 Q3,Wholesale Trade,3270.83333333333
2013.5,2013 Q3,Retail Trade,2958.33333333333
2013.5,2013 Q3,Land Transport & Supporting Services,779.166666666667
2013.5,2013 Q3,Water Transport & Supporting Services,750.0
2013.5,2013 Q3,Air Transport & Supporting Services,995.833333333333
2013.5,2013 Q3,Other Transportation & Storage Services,887.5
2013.5,2013 Q3,Accommodation,1466.66666666667
2013.5,2013 Q3,Food & Beverage Services,3550.0
2013.5,2013 Q3,"Telecommunications, Broadcasting & Publishing",604.166666666667
2013.5,2013 Q3,IT & Other Information Services,941.666666666667
2013.5,2013 Q3,Financial Services,2283.33333333333
2013.5,2013 Q3,Insurance Services,504.166666666667
2013.5,2013 Q3,Real Estate Services,1954.16666666667
2013.5,2013 Q3,"Legal, Accounting & Management Services",1237.5
2013.5,2013 Q3,Architectural & Engineering Services,1133.33333333333
2013.5,2013 Q3,Other Professional Services,712.5
2013.5,2013 Q3,Security & Investigation,1141.66666666667
2013.5,2013 Q3,Cleaning & Landscaping,1379.16666666667
2013.5,2013 Q3,Other Administrative & Support Services,1025.0
2013.5,2013 Q3,Public Administration & Education,7129.16666666667
2013.5,2013 Q3,Health & Social Services,3191.66666666667
2013.5,2013 Q3,"Arts, Entertainment & Recreation",1091.66666666667
2013.5,2013 Q3,"Other Community, Social & Personal Services",1425.0
2013.5,2013 Q3,Others,495.833333333333
2013.75,2013 Q4,"Food, Beverages & Tobacco",820.833333333333
2013.75,2013 Q4,Paper/Rubber/Plastic Products & Printing,375.0
2013.75,2013 Q4,"Petroleum, Chemical & Pharmaceutical Products",495.833333333333
2013.75,2013 Q4,"Fabricated Metal Products, Machinery & Equipment",2558.33333333333
2013.75,2013 Q4,"Electronic, Computer & Optical Products",1320.83333333333
2013.75,2013 Q4,Transport Equipment,1620.83333333333
2013.75,2013 Q4,Other Manufacturing Industries,925.0
2013.75,2013 Q4,Construction,4004.16666666667
2013.75,2013 Q4,Wholesale Trade,3995.83333333333
2013.75,2013 Q4,Retail Trade,4108.33333333333
2013.75,2013 Q4,Land Transport & Supporting Services,1012.5
2013.75,2013 Q4,Water Transport & Supporting Services,854.166666666667
2013.75,2013 Q4,Air Transport & Supporting Services,816.666666666667
2013.75,2013 Q4,Other Transportation & Storage Services,1237.5
2013.75,2013 Q4,Accommodation,1762.5
2013.75,2013 Q4,Food & Beverage Services,6341.66666666667
2013.75,2013 Q4,"Telecommunications, Broadcasting & Publishing",487.5
2013.75,2013 Q4,IT & Other Information Services,1445.83333333333
2013.75,2013 Q4,Financial Services,2775.0
2013.75,2013 Q4,Insurance Services,395.833333333333
2013.75,2013 Q4,Real Estate Services,2516.66666666667
2013.75,2013 Q4,"Legal, Accounting & Management Services",1525.0
2013.75,2013 Q4,Architectural & Engineering Services,1141.66666666667
2013.75,2013 Q4,Other Professional Services,687.5
2013.75,2013 Q4,Security & Investigation,2004.16666666667
2013.75,2013 Q4,Cleaning & Landscaping,1975.0
2013.75,2013 Q4,Other Administrative & Support Services,1537.5
2013.75,2013 Q4,Public Administration & Education,7104.16666666667
2013.75,2013 Q4,Health & Social Services,3150.0
2013.75,2013 Q4,"Arts, Entertainment & Recreation",1891.66666666667
2013.75,2013 Q4,"Other Community, Social & Personal Services",1487.5
2013.75,2013 Q4,Others,733.333333333333
2014.0,2014 Q1,"Food, Beverages & Tobacco",804.166666666667
2014.0,2014 Q1,Paper/Rubber/Plastic Products & Printing,395.833333333333
2014.0,2014 Q1,"Petroleum, Chemical & Pharmaceutical Products",412.5
2014.0,2014 Q1,"Fabricated Metal Products, Machinery & Equipment",2083.33333333333
2014.0,2014 Q1,"Electronic, Computer & Optical Products",1670.83333333333
2014.0,2014 Q1,Transport Equipment,1229.16666666667
2014.0,2014 Q1,Other Manufacturing Industries,804.166666666667
2014.0,2014 Q1,Construction,3937.5
2014.0,2014 Q1,Wholesale Trade,3629.16666666667
2014.0,2014 Q1,Retail Trade,3862.5
2014.0,2014 Q1,Land Transport & Supporting Services,970.833333333333
2014.0,2014 Q1,Water Transport & Supporting Services,483.333333333333
2014.0,2014 Q1,Air Transport & Supporting Services,1145.83333333333
2014.0,2014 Q1,Other Transportation & Storage Services,1262.5
2014.0,2014 Q1,Accommodation,1645.83333333333
2014.0,2014 Q1,Food & Beverage Services,5670.83333333333
2014.0,2014 Q1,"Telecommunications, Broadcasting & Publishing",729.166666666667
2014.0,2014 Q1,IT & Other Information Services,1529.16666666667
2014.0,2014 Q1,Financial Services,2587.5
2014.0,2014 Q1,Insurance Services,387.5
2014.0,2014 Q1,Real Estate Services,2033.33333333333
2014.0,2014 Q1,"Legal, Accounting & Management Services",1100.0
2014.0,2014 Q1,Architectural & Engineering Services,704.166666666667
2014.0,2014 Q1,Other Professional Services,600.0
2014.0,2014 Q1,Security & Investigation,1879.16666666667
2014.0,2014 Q1,Cleaning & Landscaping,1662.5
2014.0,2014 Q1,Other Administrative & Support Services,1558.33333333333
2014.0,2014 Q1,Public Administration & Education,5945.83333333333
2014.0,2014 Q1,Health & Social Services,3787.5
2014.0,2014 Q1,"Arts, Entertainment & Recreation",1191.66666666667
2014.0,2014 Q1,"Other Community, Social & Personal Services",1570.83333333333
2014.0,2014 Q1,Others,387.5
2014.25,2014 Q2,"Food, Beverages & Tobacco",833.333333333333
2014.25,2014 Q2,Paper/Rubber/Plastic Products & Printing,491.666666666667
2014.25,2014 Q2,"Petroleum, Chemical & Pharmaceutical Products",620.833333333333
2014.25,2014 Q2,"Fabricated Metal Products, Machinery & Equipment",1891.66666666667
2014.25,2014 Q2,"Electronic, Computer & Optical Products",1975.0
2014.25,2014 Q2,Transport Equipment,1458.33333333333
2014.25,2014 Q2,Other Manufacturing Industries,795.833333333333
2014.25,2014 Q2,Construction,3454.16666666667
2014.25,2014 Q2,Wholesale Trade,3858.33333333333
2014.25,2014 Q2,Retail Trade,3954.16666666667
2014.25,2014 Q2,Land Transport & Supporting Services,1108.33333333333
2014.25,2014 Q2,Water Transport & Supporting Services,850.0
2014.25,2014 Q2,Air Transport & Supporting Services,670.833333333333
2014.25,2014 Q2,Other Transportation & Storage Services,1587.5
2014.25,2014 Q2,Accommodation,1625.0
2014.25,2014 Q2,Food & Beverage Services,5316.66666666667
2014.25,2014 Q2,"Telecommunications, Broadcasting & Publishing",591.666666666667
2014.25,2014 Q2,IT & Other Information Services,1795.83333333333
2014.25,2014 Q2,Financial Services,3483.33333333333
2014.25,2014 Q2,Insurance Services,504.166666666667
2014.25,2014 Q2,Real Estate Services,2358.33333333333
2014.25,2014 Q2,"Legal, Accounting & Management Services",1770.83333333333
2014.25,2014 Q2,Architectural & Engineering Services,816.666666666667
2014.25,2014 Q2,Other Professional Services,587.5
2014.25,2014 Q2,Security & Investigation,1858.33333333333
2014.25,2014 Q2,Cleaning & Landscaping,1766.66666666667
2014.25,2014 Q2,Other Administrative & Support Services,1862.5
2014.25,2014 Q2,Public Administration & Education,6454.16666666667
2014.25,2014 Q2,Health & Social Services,4204.16666666667
2014.25,2014 Q2,"Arts, Entertainment & Recreation",1104.16666666667
2014.25,2014 Q2,"Other Community, Social & Personal Services",1291.66666666667
2014.25,2014 Q2,Others,400.0
2014.5,2014 Q3,"Food, Beverages & Tobacco",475.0
2014.5,2014 Q3,Paper/Rubber/Plastic Products & Printing,616.666666666667
2014.5,2014 Q3,"Petroleum, Chemical & Pharmaceutical Products",491.666666666667
2014.5,2014 Q3,"Fabricated Metal Products, Machinery & Equipment",2179.16666666667
2014.5,2014 Q3,"Electronic, Computer & Optical Products",2491.66666666667
2014.5,2014 Q3,Transport Equipment,1466.66666666667
2014.5,2014 Q3,Other Manufacturing Industries,925.0
2014.5,2014 Q3,Construction,3483.33333333333
2014.5,2014 Q3,Wholesale Trade,3975.0
2014.5,2014 Q3,Retail Trade,3837.5
2014.5,2014 Q3,Land Transport & Supporting Services,1200.0
2014.5,2014 Q3,Water Transport & Supporting Services,1145.83333333333
2014.5,2014 Q3,Air Transport & Supporting Services,729.166666666667
2014.5,2014 Q3,Other Transportation & Storage Services,1575.0
2014.5,2014 Q3,Accommodation,1870.83333333333
2014.5,2014 Q3,Food & Beverage Services,5237.5
2014.5,2014 Q3,"Telecommunications, Broadcasting & Publishing",562.5
2014.5,2014 Q3,IT & Other Information Services,1650.0
2014.5,2014 Q3,Financial Services,3620.83333333333
2014.5,2014 Q3,Insurance Services,500.0
2014.5,2014 Q3,Real Estate Services,2225.0
2014.5,2014 Q3,"Legal, Accounting & Management Services",1525.0
2014.5,2014 Q3,Architectural & Engineering Services,929.166666666667
2014.5,2014 Q3,Other Professional Services,591.666666666667
2014.5,2014 Q3,Security & Investigation,2091.66666666667
2014.5,2014 Q3,Cleaning & Landscaping,1854.16666666667
2014.5,2014 Q3,Other Administrative & Support Services,1308.33333333333
2014.5,2014 Q3,Public Administration & Education,7200.0
2014.5,2014 Q3,Health & Social Services,5287.5
2014.5,2014 Q3,"Arts, Entertainment & Recreation",1245.83333333333
2014.5,2014 Q3,"Other Community, Social & Personal Services",1441.66666666667
2014.5,2014 Q3,Others,475.0
2014.75,2014 Q4,"Food, Beverages & Tobacco",1116.66666666667
2014.75,2014 Q4,Paper/Rubber/Plastic Products & Printing,370.833333333333
2014.75,2014 Q4,"Petroleum, Chemical & Pharmaceutical Products",625.0
2014.75,2014 Q4,"Fabricated Metal Products, Machinery & Equipment",2791.66666666667
2014.75,2014 Q4,"Electronic, Computer & Optical Products",1845.83333333333
2014.75,2014 Q4,Transport Equipment,1700.0
2014.75,2014 Q4,Other Manufacturing Industries,891.666666666667
2014.75,2014 Q4,Construction,3808.33333333333
2014.75,2014 Q4,Wholesale Trade,4687.5
2014.75,2014 Q4,Retail Trade,4641.66666666667
2014.75,2014 Q4,Land Transport & Supporting Services,1000.0
2014.75,2014 Q4,Water Transport & Supporting Services,604.166666666667
2014.75,2014 Q4,Air Transport & Supporting Services,875.0
2014.75,2014 Q4,Other Transportation & Storage Services,1662.5
2014.75,2014 Q4,Accommodation,1983.33333333333
2014.75,2014 Q4,Food & Beverage Services,6591.66666666667
2014.75,2014 Q4,"Telecommunications, Broadcasting & Publishing",587.5
2014.75,2014 Q4,IT & Other Information Services,2083.33333333333
2014.75,2014 Q4,Financial Services,3708.33333333333
2014.75,2014 Q4,Insurance Services,387.5
2014.75,2014 Q4,Real Estate Services,2495.83333333333
2014.75,2014 Q4,"Legal, Accounting & Management Services",2183.33333333333
2014.75,2014 Q4,Architectural & Engineering Services,1250.0
2014.75,2014 Q4,Other Professional Services,591.666666666667
2014.75,2014 Q4,Security & Investigation,2195.83333333333
2014.75,2014 Q4,Cleaning & Landscaping,1820.83333333333
2014.75,2014 Q4,Other Administrative & Support Services,1975.0
2014.75,2014 Q4,Public Administration & Education,6441.66666666667
2014.75,2014 Q4,Health & Social Services,4479.16666666667
2014.75,2014 Q4,"Arts, Entertainment & Recreation",1508.33333333333
2014.75,2014 Q4,"Other Community, Social & Personal Services",991.666666666667
2014.75,2014 Q4,Others,608.333333333333
2015.0,2015 Q1,"Food, Beverages & Tobacco",795.833333333333
2015.0,2015 Q1,Paper/Rubber/Plastic Products & Printing,395.833333333333
2015.0,2015 Q1,"Petroleum, Chemical & Pharmaceutical Products",504.166666666667
2015.0,2015 Q1,"Fabricated Metal Products, Machinery & Equipment",2008.33333333333
2015.0,2015 Q1,"Electronic, Computer & Optical Products",1570.83333333333
2015.0,2015 Q1,Transport Equipment,1537.5
2015.0,2015 Q1,Other Manufacturing Industries,612.5
2015.0,2015 Q1,Construction,3625.0
2015.0,2015 Q1,Wholesale Trade,3883.33333333333
2015.0,2015 Q1,Retail Trade,3504.16666666667
2015.0,2015 Q1,Land Transport & Supporting Services,1075.0
2015.0,2015 Q1,Water Transport & Supporting Services,504.166666666667
2015.0,2015 Q1,Air Transport & Supporting Services,1066.66666666667
2015.0,2015 Q1,Other Transportation & Storage Services,1329.16666666667
2015.0,2015 Q1,Accommodation,1950.0
2015.0,2015 Q1,Food & Beverage Services,5920.83333333333
2015.0,2015 Q1,"Telecommunications, Broadcasting & Publishing",720.833333333333
2015.0,2015 Q1,IT & Other Information Services,1962.5
2015.0,2015 Q1,Financial Services,3075.0
2015.0,2015 Q1,Insurance Services,404.166666666667
2015.0,2015 Q1,Real Estate Services,2020.83333333333
2015.0,2015 Q1,"Legal, Accounting & Management Services",2554.16666666667
2015.0,2015 Q1,Architectural & Engineering Services,779.166666666667
2015.0,2015 Q1,Other Professional Services,916.666666666667
2015.0,2015 Q1,Security & Investigation,1966.66666666667
2015.0,2015 Q1,Cleaning & Landscaping,1745.83333333333
2015.0,2015 Q1,Other Administrative & Support Services,1445.83333333333
2015.0,2015 Q1,Public Administration & Education,5766.66666666667
2015.0,2015 Q1,Health & Social Services,4325.0
2015.0,2015 Q1,"Arts, Entertainment & Recreation",879.166666666667
2015.0,2015 Q1,"Other Community, Social & Personal Services",2250.0
2015.0,2015 Q1,Others,487.5
2015.25,2015 Q2,"Food, Beverages & Tobacco",625.0
2015.25,2015 Q2,Paper/Rubber/Plastic Products & Printing,491.666666666667
2015.25,2015 Q2,"Petroleum, Chemical & Pharmaceutical Products",620.833333333333
2015.25,2015 Q2,"Fabricated Metal Products, Machinery & Equipment",1745.83333333333
2015.25,2015 Q2,"Electronic, Computer & Optical Products",2591.66666666667
2015.25,2015 Q2,Transport Equipment,945.833333333333
2015.25,2015 Q2,Other Manufacturing Industries,820.833333333333
2015.25,2015 Q2,Construction,3179.16666666667
2015.25,2015 Q2,Wholesale Trade,4666.66666666667
2015.25,2015 Q2,Retail Trade,2937.5
2015.25,2015 Q2,Land Transport & Supporting Services,995.833333333333
2015.25,2015 Q2,Water Transport & Supporting Services,733.333333333333
2015.25,2015 Q2,Air Transport & Supporting Services,1329.16666666667
2015.25,2015 Q2,Other Transportation & Storage Services,1566.66666666667
2015.25,2015 Q2,Accommodation,1858.33333333333
2015.25,2015 Q2,Food & Beverage Services,5920.83333333333
2015.25,2015 Q2,"Telecommunications, Broadcasting & Publishing",595.833333333333
2015.25,2015 Q2,IT & Other Information Services,2354.16666666667
2015.25,2015 Q2,Financial Services,3375.0
2015.25,2015 Q2,Insurance Services,287.5
2015.25,2015 Q2,Real Estate Services,2404.16666666667
2015.25,2015 Q2,"Legal, Accounting & Management Services",3075.0
2015.25,2015 Q2,Architectural & Engineering Services,825.0
2015.25,2015 Q2,Other Professional Services,933.333333333333
2015.25,2015 Q2,Security & Investigation,2637.5
2015.25,2015 Q2,Cleaning & Landscaping,1854.16666666667
2015.25,2015 Q2,Other Administrative & Support Services,1237.5
2015.25,2015 Q2,Public Administration & Education,5891.66666666667
2015.25,2015 Q2,Health & Social Services,4791.66666666667
2015.25,2015 Q2,"Arts, Entertainment & Recreation",1029.16666666667
2015.25,2015 Q2,"Other Community, Social & Personal Services",2637.5
2015.25,2015 Q2,Others,391.666666666667
2015.5,2015 Q3,"Food, Beverages & Tobacco",616.666666666667
2015.5,2015 Q3,Paper/Rubber/Plastic Products & Printing,404.166666666667
2015.5,2015 Q3,"Petroleum, Chemical & Pharmaceutical Products",716.666666666667
2015.5,2015 Q3,"Fabricated Metal Products, Machinery & Equipment",1275.0
2015.5,2015 Q3,"Electronic, Computer & Optical Products",1975.0
2015.5,2015 Q3,Transport Equipment,750.0
2015.5,2015 Q3,Other Manufacturing Industries,829.166666666667
2015.5,2015 Q3,Construction,3291.66666666667
2015.5,2015 Q3,Wholesale Trade,4516.66666666667
2015.5,2015 Q3,Retail Trade,3954.16666666667
2015.5,2015 Q3,Land Transport & Supporting Services,1241.66666666667
2015.5,2015 Q3,Water Transport & Supporting Services,462.5
2015.5,2015 Q3,Air Transport & Supporting Services,958.333333333333
2015.5,2015 Q3,Other Transportation & Storage Services,1445.83333333333
2015.5,2015 Q3,Accommodation,1883.33333333333
2015.5,2015 Q3,Food & Beverage Services,5316.66666666667
2015.5,2015 Q3,"Telecommunications, Broadcasting & Publishing",587.5
2015.5,2015 Q3,IT & Other Information Services,2650.0
2015.5,2015 Q3,Financial Services,3858.33333333333
2015.5,2015 Q3,Insurance Services,416.666666666667
2015.5,2015 Q3,Real Estate Services,1912.5
2015.5,2015 Q3,"Legal, Accounting & Management Services",2608.33333333333
2015.5,2015 Q3,Architectural & Engineering Services,791.666666666667
2015.5,2015 Q3,Other Professional Services,925.0
2015.5,2015 Q3,Security & Investigation,2345.83333333333
2015.5,2015 Q3,Cleaning & Landscaping,1862.5
2015.5,2015 Q3,Other Administrative & Support Services,1579.16666666667
2015.5,2015 Q3,Public Administration & Education,7483.33333333333
2015.5,2015 Q3,Health & Social Services,4425.0
2015.5,2015 Q3,"Arts, Entertainment & Recreation",916.666666666667
2015.5,2015 Q3,"Other Community, Social & Personal Services",1675.0
2015.5,2015 Q3,Others,354.166666666667
2015.75,2015 Q4,"Food, Beverages & Tobacco",1016.66666666667
2015.75,2015 Q4,Paper/Rubber/Plastic Products & Printing,287.5
2015.75,2015 Q4,"Petroleum, Chemical & Pharmaceutical Products",391.666666666667
2015.75,2015 Q4,"Fabricated Metal Products, Machinery & Equipment",1250.0
2015.75,2015 Q4,"Electronic, Computer & Optical Products",1525.0
2015.75,2015 Q4,Transport Equipment,1333.33333333333
2015.75,2015 Q4,Other Manufacturing Industries,900.0
2015.75,2015 Q4,Construction,3091.66666666667
2015.75,2015 Q4,Wholesale Trade,3879.16666666667
2015.75,2015 Q4,Retail Trade,3004.16666666667
2015.75,2015 Q4,Land Transport & Supporting Services,662.5
2015.75,2015 Q4,Water Transport & Supporting Services,395.833333333333
2015.75,2015 Q4,Air Transport & Supporting Services,900.0
2015.75,2015 Q4,Other Transportation & Storage Services,1525.0
2015.75,2015 Q4,Accommodation,1950.0
2015.75,2015 Q4,Food & Beverage Services,6404.16666666667
2015.75,2015 Q4,"Telecommunications, Broadcasting & Publishing",1054.16666666667
2015.75,2015 Q4,IT & Other Information Services,2479.16666666667
2015.75,2015 Q4,Financial Services,3033.33333333333
2015.75,2015 Q4,Insurance Services,508.333333333333
2015.75,2015 Q4,Real Estate Services,2691.66666666667
2015.75,2015 Q4,"Legal, Accounting & Management Services",2125.0
2015.75,2015 Q4,Architectural & Engineering Services,900.0
2015.75,2015 Q4,Other Professional Services,687.5
2015.75,2015 Q4,Security & Investigation,2583.33333333333
2015.75,2015 Q4,Cleaning & Landscaping,1570.83333333333
2015.75,2015 Q4,Other Administrative & Support Services,1129.16666666667
2015.75,2015 Q4,Public Administration & Education,5808.33333333333
2015.75,2015 Q4,Health & Social Services,2966.66666666667
2015.75,2015 Q4,"Arts, Entertainment & Recreation",1166.66666666667
2015.75,2015 Q4,"Other Community, Social & Personal Services",1741.66666666667
2015.75,2015 Q4,Others,679.166666666667
2016.0,2016 Q1,"Food, Beverages & Tobacco",829.166666666667
2016.0,2016 Q1,Paper/Rubber/Plastic Products & Printing,191.666666666667
2016.0,2016 Q1,"Petroleum, Chemical & Pharmaceutical Products",512.5
2016.0,2016 Q1,"Fabricated Metal Products, Machinery & Equipment",1095.83333333333
2016.0,2016 Q1,"Electronic, Computer & Optical Products",1479.16666666667
2016.0,2016 Q1,Transport Equipment,1658.33333333333
2016.0,2016 Q1,Other Manufacturing Industries,695.833333333333
2016.0,2016 Q1,Construction,1837.5
2016.0,2016 Q1,Wholesale Trade,3050.0
2016.0,2016 Q1,Retail Trade,3325.0
2016.0,2016 Q1,Land Transport & Supporting Services,695.833333333333
2016.0,2016 Q1,Water Transport & Supporting Services,316.666666666667
2016.0,2016 Q1,Air Transport & Supporting Services,816.666666666667
2016.0,2016 Q1,Other Transportation & Storage Services,1320.83333333333
2016.0,2016 Q1,Accommodation,1733.33333333333
2016.0,2016 Q1,Food & Beverage Services,4425.0
2016.0,2016 Q1,"Telecommunications, Broadcasting & Publishing",808.333333333333
2016.0,2016 Q1,IT & Other Information Services,1737.5
2016.0,2016 Q1,Financial Services,3366.66666666667
2016.0,2016 Q1,Insurance Services,383.333333333333
2016.0,2016 Q1,Real Estate Services,1950.0
2016.0,2016 Q1,"Legal, Accounting & Management Services",1995.83333333333
2016.0,2016 Q1,Architectural & Engineering Services,800.0
2016.0,2016 Q1,Other Professional Services,587.5
2016.0,2016 Q1,Security & Investigation,2500.0
2016.0,2016 Q1,Cleaning & Landscaping,1362.5
2016.0,2016 Q1,Other Administrative & Support Services,1225.0
2016.0,2016 Q1,Public Administration & Education,4383.33333333333
2016.0,2016 Q1,Health & Social Services,2650.0
2016.0,2016 Q1,"Arts, Entertainment & Recreation",1120.83333333333
2016.0,2016 Q1,"Other Community, Social & Personal Services",1945.83333333333
2016.0,2016 Q1,Others,350.0
2016.25,2016 Q2,"Food, Beverages & Tobacco",800.0
2016.25,2016 Q2,Paper/Rubber/Plastic Products & Printing,279.166666666667
2016.25,2016 Q2,"Petroleum, Chemical & Pharmaceutical Products",358.333333333333
2016.25,2016 Q2,"Fabricated Metal Products, Machinery & Equipment",1225.0
2016.25,2016 Q2,"Electronic, Computer & Optical Products",1354.16666666667
2016.25,2016 Q2,Transport Equipment,854.166666666667
2016.25,2016 Q2,Other Manufacturing Industries,775.0
2016.25,2016 Q2,Construction,1808.33333333333
2016.25,2016 Q2,Wholesale Trade,2704.16666666667
2016.25,2016 Q2,Retail Trade,3420.83333333333
2016.25,2016 Q2,Land Transport & Supporting Services,791.666666666667
2016.25,2016 Q2,Water Transport & Supporting Services,183.333333333333
2016.25,2016 Q2,Air Transport & Supporting Services,770.833333333333
2016.25,2016 Q2,Other Transportation & Storage Services,1325.0
2016.25,2016 Q2,Accommodation,1741.66666666667
2016.25,2016 Q2,Food & Beverage Services,4354.16666666667
2016.25,2016 Q2,"Telecommunications, Broadcasting & Publishing",829.166666666667
2016.25,2016 Q2,IT & Other Information Services,1995.83333333333
2016.25,2016 Q2,Financial Services,2733.33333333333
2016.25,2016 Q2,Insurance Services,616.666666666667
2016.25,2016 Q2,Real Estate Services,1075.0
2016.25,2016 Q2,"Legal, Accounting & Management Services",1870.83333333333
2016.25,2016 Q2,Architectural & Engineering Services,650.0
2016.25,2016 Q2,Other Professional Services,791.666666666667
2016.25,2016 Q2,Security & Investigation,2391.66666666667
2016.25,2016 Q2,Cleaning & Landscaping,1079.16666666667
2016.25,2016 Q2,Other Administrative & Support Services,1108.33333333333
2016.25,2016 Q2,Public Administration & Education,4741.66666666667
2016.25,2016 Q2,Health & Social Services,3141.66666666667
2016.25,2016 Q2,"Arts, Entertainment & Recreation",945.833333333333
2016.25,2016 Q2,"Other Community, Social & Personal Services",1816.66666666667
2016.25,2016 Q2,Others,258.333333333333
2016.5,2016 Q3,"Food, Beverages & Tobacco",720.833333333333
2016.5,2016 Q3,Paper/Rubber/Plastic Products & Printing,283.333333333333
2016.5,2016 Q3,"Petroleum, Chemical & Pharmaceutical Products",512.5
2016.5,2016 Q3,"Fabricated Metal Products, Machinery & Equipment",1154.16666666667
2016.5,2016 Q3,"Electronic, Computer & Optical Products",1704.16666666667
2016.5,2016 Q3,Transport Equipment,608.333333333333
2016.5,2016 Q3,Other Manufacturing Industries,995.833333333333
2016.5,2016 Q3,Construction,1637.5
2016.5,2016 Q3,Wholesale Trade,2987.5
2016.5,2016 Q3,Retail Trade,3341.66666666667
2016.5,2016 Q3,Land Transport & Supporting Services,916.666666666667
2016.5,2016 Q3,Water Transport & Supporting Services,275.0
2016.5,2016 Q3,Air Transport & Supporting Services,670.833333333333
2016.5,2016 Q3,Other Transportation & Storage Services,1450.0
2016.5,2016 Q3,Accommodation,1716.66666666667
2016.5,2016 Q3,Food & Beverage Services,3587.5
2016.5,2016 Q3,"Telecommunications, Broadcasting & Publishing",1037.5
2016.5,2016 Q3,IT & Other Information Services,1870.83333333333
2016.5,2016 Q3,Financial Services,2829.16666666667
2016.5,2016 Q3,Insurance Services,383.333333333333
2016.5,2016 Q3,Real Estate Services,1820.83333333333
2016.5,2016 Q3,"Legal, Accounting & Management Services",2062.5
2016.5,2016 Q3,Architectural & Engineering Services,1004.16666666667
2016.5,2016 Q3,Other Professional Services,816.666666666667
2016.5,2016 Q3,Security & Investigation,2054.16666666667
2016.5,2016 Q3,Cleaning & Landscaping,1187.5
2016.5,2016 Q3,Other Administrative & Support Services,995.833333333333
2016.5,2016 Q3,Public Administration & Education,6462.5
2016.5,2016 Q3,Health & Social Services,2629.16666666667
2016.5,2016 Q3,"Arts, Entertainment & Recreation",779.166666666667
2016.5,2016 Q3,"Other Community, Social & Personal Services",1150.0
2016.5,2016 Q3,Others,408.333333333333
2016.75,2016 Q4,"Food, Beverages & Tobacco",679.166666666667
2016.75,2016 Q4,Paper/Rubber/Plastic Products & Printing,183.333333333333
2016.75,2016 Q4,"Petroleum, Chemical & Pharmaceutical Products",500.0
2016.75,2016 Q4,"Fabricated Metal Products, Machinery & Equipment",837.5
2016.75,2016 Q4,"Electronic, Computer & Optical Products",2079.16666666667
2016.75,2016 Q4,Transport Equipment,845.833333333333
2016.75,2016 Q4,Other Manufacturing Industries,679.166666666667
2016.75,2016 Q4,Construction,2279.16666666667
2016.75,2016 Q4,Wholesale Trade,2900.0
2016.75,2016 Q4,Retail Trade,3420.83333333333
2016.75,2016 Q4,Land Transport & Supporting Services,545.833333333333
2016.75,2016 Q4,Water Transport & Supporting Services,258.333333333333
2016.75,2016 Q4,Air Transport & Supporting Services,700.0
2016.75,2016 Q4,Other Transportation & Storage Services,1291.66666666667
2016.75,2016 Q4,Accommodation,1462.5
2016.75,2016 Q4,Food & Beverage Services,4858.33333333333
2016.75,2016 Q4,"Telecommunications, Broadcasting & Publishing",1045.83333333333
2016.75,2016 Q4,IT & Other Information Services,2375.0
2016.75,2016 Q4,Financial Services,2679.16666666667
2016.75,2016 Q4,Insurance Services,404.166666666667
2016.75,2016 Q4,Real Estate Services,1716.66666666667
2016.75,2016 Q4,"Legal, Accounting & Management Services",2141.66666666667
2016.75,2016 Q4,Architectural & Engineering Services,654.166666666667
2016.75,2016 Q4,Other Professional Services,583.333333333333
2016.75,2016 Q4,Security & Investigation,2641.66666666667
2016.75,2016 Q4,Cleaning & Landscaping,2016.66666666667
